text,label,sentiment,source,model
"The company has announced the appointment of a new CFO effective next quarter as part of its ongoing restructuring efforts.


Generate one short financial news sentence with negative sentiment implying potential future losses or difficulties:


Example Sentence (Negative): The recent cybersecurity breach may lead to significant data loss and projected costs exceeding initial estimates, casting doubt over the company's ability to maintain profit margins.",1,neutral,synthetic,phi3.5:latest
"The interim report for the first quarter is published on May 8 , 2009 .",1,neutral,original,—
Company X announces a significant quarterly revenue growth exceeding market expectations.,2,positive,synthetic,phi3.5:latest
"The company has announced its quarterly earnings ahead of the regular schedule, showing a steady revenue growth in line with market expectations.",1,neutral,synthetic,phi3.5:latest
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",2,positive,original,—
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",1,neutral,original,—
Company X announces a record-breaking quarterly revenue growth exceeding analyst expectations.,2,positive,synthetic,phi3.5:latest
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",1,neutral,original,—
The company is set to release its quarterly earnings report next Wednesday afternoon as per usual corporate schedule.,1,neutral,synthetic,phi3.5:latest
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,2,positive,original,—
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,1,neutral,original,—
The company is set to release its quarterly earnings report next Wednesday as per the regular schedule.,1,neutral,synthetic,phi3.5:latest
The company has announced a new line of eco-friendly products slated for release in the upcoming quarter without projecting significant changes to their current revenue outlook.,1,neutral,synthetic,phi3.5:latest
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",2,positive,original,—
The company is set to release its quarterly earnings report next Wednesday afternoon as per the usual reporting schedule.,1,neutral,synthetic,phi3.5:latest
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,2,positive,original,—
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",1,neutral,original,—
The company issued a profit warning after unexpectedly high operating costs led to an anticipated significant decrease in annual profits.,0,negative,synthetic,phi3.5:latest
Company X reports a significant quarterly earnings beat and announces plans for an increased dividend payout to shareholders.,2,positive,synthetic,phi3.5:latest
The company has announced its quarterly earnings report in line with expectations.,1,neutral,synthetic,phi3.5:latest
The project also implies an underground parking lot for 56 vehicles .,1,neutral,original,—
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",2,positive,original,—
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,2,positive,original,—
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",1,neutral,original,—
"Company X reports a significant quarterly earnings beat exceeding analyst predictions, signaling strong financial health and investor confidence.",2,positive,synthetic,phi3.5:latest
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1,neutral,original,—
Rimi supermarket is the key customer in Magistral center .,1,neutral,original,—
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",1,neutral,original,—
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,1,neutral,original,—
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",1,neutral,original,—
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,2,positive,original,—
The company issued a profit warning after reporting significantly lower than expected quarterly revenues.,0,negative,synthetic,phi3.5:latest
The company is set to release its quarterly earnings report next Wednesday afternoon as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
Company X reports a significant quarterly earnings beat and robust revenue growth exceeding analyst expectations.,2,positive,synthetic,phi3.5:latest
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",1,neutral,original,—
The company will release its quarterly earnings report later today as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,2,positive,original,—
Tech giant announces a significant quarterly revenue growth exceeding market expectations.,2,positive,synthetic,phi3.5:latest
The company has announced the appointment of a new CFO amidst steady quarterly revenue growth.,1,neutral,synthetic,phi3.5:latest
XYZ Corporation has announced the appointment of a new CFO effective immediately to oversee their expanding international operations.,1,neutral,synthetic,phi3.5:latest
The tech company is set to release its quarterly earnings report tomorrow afternoon as expected by analysts.,1,neutral,synthetic,phi3.5:latest
Profit warnings at major tech firms have led to a sharp decrease in investor confidence and plummeting share prices across the sector.,0,negative,synthetic,phi3.5:latest
The tech company is set to release its quarterly earnings report tomorrow afternoon as per the regular schedule.,1,neutral,synthetic,phi3.5:latest
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0,negative,original,—
XYZ Corporation has announced its quarterly earnings ahead of the market expectation without revealing any significant changes in their strategic direction or operations.,1,neutral,synthetic,phi3.5:latest
Results are expected late in 2006 .,1,neutral,original,—
The company will make its quarterly earnings report public at the end of today's trading session without any significant changes to projected revenue or profit margins.,1,neutral,synthetic,phi3.5:latest
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,2,positive,original,—
The company has announced the appointment of a new CFO and expects to release its quarterly earnings report next month.,1,neutral,synthetic,phi3.5:latest
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,2,positive,original,—
The company will release its quarterly earnings report next Wednesday as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",1,neutral,original,—
Estonia 's beer market overall grew three percent last year to 130 million liters .,2,positive,original,—
The company announced a new line of eco-friendly products set to hit the market next quarter as part of its sustainability initiative.,1,neutral,synthetic,phi3.5:latest
The deal also includes a ten-year maintenance agreement .,1,neutral,original,—
Profit warnings and significant revenue declines continue to plague retail giant XYZ Corp amidst a challenging economic climate.,0,negative,synthetic,phi3.5:latest
The company announced a significant dividend increase following its robust quarterly performance and steady market demand.,2,positive,synthetic,phi3.5:latest
Customers in a wide range of industries use our stainless steel and services worldwide .,1,neutral,original,—
The company announced a significant dividend increase following its strong quarterly results and robust cash flow position.,2,positive,synthetic,phi3.5:latest
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",1,neutral,original,—
"The tech company is set to release its quarterly earnings report next Wednesday as per the usual schedule.

### Explanation:
This sentence reports on a scheduled event (the release of an earnings report) that typically occurs in companies and carries neutral sentiment, not indicating any particular positive or negative impact but rather routine business activity.",1,neutral,synthetic,phi3.5:latest
The company issued a profit warning after revealing lower than expected quarterly earnings.,0,negative,synthetic,phi3.5:latest
"Company X reports a significant quarterly revenue growth exceeding analyst predictions, signaling strong market demand for its new product line.",2,positive,synthetic,phi3.5:latest
The company has announced its quarterly earnings ahead of schedule without significant deviations from analyst expectations.,1,neutral,synthetic,phi3.5:latest
The tech company announced a new software update for their popular device line without providing specific revenue projections or market analysis implications.,1,neutral,synthetic,phi3.5:latest
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",1,neutral,original,—
The company is set to release its quarterly earnings report next Thursday afternoon as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
The company announced its quarterly results ahead of the earnings call this Friday at 3 PM ET.,1,neutral,synthetic,phi3.5:latest
The company will make its quarterly earnings report public today at 2 PM EST as per regulatory requirements.,1,neutral,synthetic,phi3.5:latest
The tech company has announced the planned release date for its latest smartphone model next quarter without specifying any expected sales figures or market share projections.,1,neutral,synthetic,phi3.5:latest
The company has announced its quarterly earnings ahead of schedule as per usual reporting guidelines.,1,neutral,synthetic,phi3.5:latest
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",1,neutral,original,—
"The company has announced its quarterly earnings ahead of the forecasted range, maintaining steady revenue growth without significant deviations.",1,neutral,synthetic,phi3.5:latest
The customers will have an access to integrated propeller and gear packages from one source .,1,neutral,original,—
Company X announces a significant dividend increase following robust quarterly results and exceeded analyst expectations.,2,positive,synthetic,phi3.5:latest
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",1,neutral,original,—
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",1,neutral,original,—
The company has announced its quarterly earnings in line with analysts' predictions without any significant changes to their forecasts or strategies.,1,neutral,synthetic,phi3.5:latest
XYZ Corporation is set to release its quarterly earnings report tomorrow afternoon as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,2,positive,original,—
The tech company has announced its annual general meeting for the upcoming fiscal year without revealing any significant changes in dividend policy or stock buyback plans.,1,neutral,synthetic,phi3.5:latest
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",1,neutral,original,—
The air traffic of Finland has been in stoppage since then .,0,negative,original,—
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",1,neutral,original,—
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,1,neutral,original,—
The company announced a significant dividend increase following its strong quarterly results and robust industry outlook.,2,positive,synthetic,phi3.5:latest
Production is scheduled to start by the end of April 2007 .,1,neutral,original,—
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,1,neutral,original,—
The company announced its quarterly earnings ahead of the expected time yesterday without any significant changes to projected revenues or expenses.,1,neutral,synthetic,phi3.5:latest
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,1,neutral,original,—
The company has announced its annual dividend payment to shareholders during the quarterly earnings call.,1,neutral,synthetic,phi3.5:latest
No changes in media activity were seen in October compared with September .,1,neutral,original,—
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",1,neutral,original,—
Tech giant reports a significant quarterly earnings beat and robust revenue growth exceeding market expectations.,2,positive,synthetic,phi3.5:latest
The company has announced the planned release of its latest software update next quarter during their regular operations briefing.,1,neutral,synthetic,phi3.5:latest
The company has announced the appointment of a new CFO effective next quarter to oversee its expanding global operations.,1,neutral,synthetic,phi3.5:latest
The value of the order is USD 2.2 mn .,1,neutral,original,—
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",0,negative,original,—
It 's not .,1,neutral,original,—
Company X reports a significant quarterly revenue growth exceeding analysts' expectations.,2,positive,synthetic,phi3.5:latest
"The company's quarterly profits exceeded expectations by a significant margin, marking the fifth consecutive period of financial outperformance.",2,positive,synthetic,phi3.5:latest
Company X announces a significant quarterly earnings beat and robust revenue growth exceeding analyst predictions.,2,positive,synthetic,phi3.5:latest
The company announces a significant profit increase exceeding analysts' expectations in its latest quarterly report.,2,positive,synthetic,phi3.5:latest
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",2,positive,original,—
"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",2,positive,original,—
The company will release its quarterly earnings report in two weeks following a successful year-end review cycle.,1,neutral,synthetic,phi3.5:latest
The company is set to release its quarterly earnings report tomorrow afternoon as per the regular schedule.,1,neutral,synthetic,phi3.5:latest
Earnings exceed expectations as Company X reports a significant quarterly profit surge and raises its annual forecast.,2,positive,synthetic,phi3.5:latest
The tech company has announced its quarterly earnings ahead of the usual schedule due to a recent merger.,1,neutral,synthetic,phi3.5:latest
STUK today is a full service house expert in radiation and nuclear safety issues .,1,neutral,original,—
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",2,positive,original,—
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",1,neutral,original,—
The company announced a significant revenue growth exceeding analysts' expectations in its latest quarterly report.,2,positive,synthetic,phi3.5:latest
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",2,positive,original,—
"Previously , it projected the figure to be slightly lower than in 2009 .",1,neutral,original,—
The company issued a profit warning due to unexpected supply chain disruptions leading investors to worry about future financial stability.,0,negative,synthetic,phi3.5:latest
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",0,negative,original,—
Tech giant reports a significant quarterly revenue growth exceeding analyst expectations amidst market optimism for its expanding product lineup.,2,positive,synthetic,phi3.5:latest
It is a disappointment to see the plan folded .,0,negative,original,—
The company is set to release its quarterly earnings report next Wednesday as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
The company is set to release its quarterly earnings report next Friday as per the regular schedule.,1,neutral,synthetic,phi3.5:latest
The company has announced the appointment of a new CFO amidst its annual audit cycle without immediate implications for future earnings projections.,1,neutral,synthetic,phi3.5:latest
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",1,neutral,original,—
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",2,positive,original,—
"Profit soars as Company X announces a significant surge in quarterly earnings, exceeding market expectations and signaling robust financial health.",2,positive,synthetic,phi3.5:latest
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1,neutral,original,—
The company is set to release its quarterly earnings report next Wednesday as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",0,negative,original,—
"The company announced its quarterly earnings report today, showing a steady revenue growth in line with market expectations.",1,neutral,synthetic,phi3.5:latest
This organization will assume the responsibility for operations in Russia .,1,neutral,original,—
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,2,positive,original,—
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1,neutral,original,—
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,1,neutral,original,—
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",1,neutral,original,—
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,2,positive,original,—
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",1,neutral,original,—
Industry Investment is very interested in Glaston 's solar energy projects .,2,positive,original,—
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",1,neutral,original,—
Company A announces a significant quarterly earnings beat and robust revenue growth exceeding market expectations.,2,positive,synthetic,phi3.5:latest
The company has announced its quarterly earnings ahead of schedule without any significant changes to their revenue forecast.,1,neutral,synthetic,phi3.5:latest
The company has announced the planned release of its new consumer electronics line next quarter as part of their regular innovation schedule.,1,neutral,synthetic,phi3.5:latest
Profit warnings from major tech firms have raised concerns among investors amidst a global economic downturn.,0,negative,synthetic,phi3.5:latest
IonPhasE 's second major owner is venture capital firm Aura Capital .,1,neutral,original,—
The company issued a profit warning after quarterly revenues unexpectedly fell short by double digits.,0,negative,synthetic,phi3.5:latest
The agreement must be approved by the Russian competition authorities before it enters into force .,1,neutral,original,—
The company issued a profit warning after reporting lower than expected quarterly results.,0,negative,synthetic,phi3.5:latest
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",2,positive,original,—
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",1,neutral,original,—
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",1,neutral,original,—
The company issued a profit warning after revealing significantly lower than expected quarterly revenues.,0,negative,synthetic,phi3.5:latest
The company announces a significant quarterly earnings beat and robust revenue growth exceeding market expectations.,2,positive,synthetic,phi3.5:latest
Profit warnings from several tech companies have raised concerns among investors ahead of the annual shareholder meetings.,0,negative,synthetic,phi3.5:latest
"shock phase ' , consumers have once again started to plan and implement building projects .",1,neutral,original,—
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",2,positive,original,—
The company has announced the appointment of a new CFO effective next quarter without mentioning any changes to executive compensation or restructuring plans.,1,neutral,synthetic,phi3.5:latest
"Exports of goods fell by 59 % , and imports by 16.7 % .",0,negative,original,—
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,2,positive,original,—
XYZ Corporation announced a new line of eco-friendly products set to release next quarter without specifying the projected revenue or cost implications for the company.,1,neutral,synthetic,phi3.5:latest
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1,neutral,original,—
The tech company has announced its annual earnings have met analysts' expectations without any significant changes to their operations or strategy.,1,neutral,synthetic,phi3.5:latest
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",0,negative,original,—
The company has announced the appointment of a new CFO effective next quarter to oversee its expanding international operations.,1,neutral,synthetic,phi3.5:latest
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",1,neutral,original,—
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",1,neutral,original,—
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2,positive,original,—
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',2,positive,original,—
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,neutral,original,—
The company has announced its quarterly earnings report in line with market expectations without any significant deviations from projected figures.,1,neutral,synthetic,phi3.5:latest
Company X reports a significant quarterly revenue growth exceeding analyst expectations.,2,positive,synthetic,phi3.5:latest
The company is set to release its quarterly earnings report later today as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",2,positive,original,—
Company X faces a significant profit warning after reporting lower than expected quarterly revenues amidst increasing competition in the sector.,0,negative,synthetic,phi3.5:latest
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,1,neutral,original,—
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0,negative,original,—
The company has announced its quarterly earnings ahead of schedule without any significant changes in projected revenue or profit margins.,1,neutral,synthetic,phi3.5:latest
The company will release its quarterly earnings report in the upcoming stock market session.,1,neutral,synthetic,phi3.5:latest
The company announced a new CEO appointment during its quarterly earnings call today.,1,neutral,synthetic,phi3.5:latest
"Earnings have surpassed expectations this quarter, leading to a significant jump in the company's share price.",2,positive,synthetic,phi3.5:latest
"The company has announced its quarterly earnings report, meeting analysts' expectations without significant deviation in revenue projections.",1,neutral,synthetic,phi3.5:latest
A huge issue for us is the button placement .,1,neutral,original,—
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,2,positive,original,—
The company has announced its quarterly results ahead of the earnings call this Friday at 3 PM ET.,1,neutral,synthetic,phi3.5:latest
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,2,positive,original,—
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,2,positive,original,—
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",1,neutral,original,—
The tech company has announced the appointment of a new CFO effective next quarter as part of its regular leadership transition process.,1,neutral,synthetic,phi3.5:latest
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",2,positive,original,—
The plant is expected to start production in the first half of 2007 .,1,neutral,original,—
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",1,neutral,original,—
The company has announced the appointment of a new CFO amidst its annual earnings report release cycle.,1,neutral,synthetic,phi3.5:latest
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",1,neutral,original,—
The company is set to release its quarterly earnings report next Wednesday afternoon as per the regular schedule.,1,neutral,synthetic,phi3.5:latest
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,1,neutral,original,—
The company issued a profit warning after experiencing an unexpected quarterly revenue decline.,0,negative,synthetic,phi3.5:latest
Company X reports a significant quarterly revenue growth exceeding market expectations.,2,positive,synthetic,phi3.5:latest
Company X announces a significant quarterly profit increase exceeding analysts' expectations amidst strong market demand for its new product line.,2,positive,synthetic,phi3.5:latest
The company is set to file its quarterly earnings report next Thursday afternoon as per usual schedule.,1,neutral,synthetic,phi3.5:latest
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",1,neutral,original,—
The company has announced a new line of eco-friendly products slated for release in Q3 this year during their quarterly earnings call.,1,neutral,synthetic,phi3.5:latest
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",1,neutral,original,—
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",1,neutral,original,—
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",1,neutral,original,—
"The company reports a significant quarterly earnings beat, leading to an uplifting surge in its stock price.",2,positive,synthetic,phi3.5:latest
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",0,negative,original,—
Company X announces a significant revenue growth exceeding market expectations in the latest quarterly report.,2,positive,synthetic,phi3.5:latest
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",1,neutral,original,—
XYZ Corporation is set to release its quarterly earnings report next Wednesday afternoon as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",1,neutral,original,—
The company has announced the appointment of a new CFO and expects to complete all necessary regulatory paperwork by next month's quarterly reporting deadline.,1,neutral,synthetic,phi3.5:latest
"Earnings have surpassed expectations by a wide margin this quarter, signaling robust financial health for the company.",2,positive,synthetic,phi3.5:latest
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,0,negative,original,—
"The company announced its quarterly earnings ahead of schedule, showing consistent revenue growth in line with projections.",1,neutral,synthetic,phi3.5:latest
The company is set to release its quarterly earnings report tomorrow afternoon as per the usual schedule.,1,neutral,synthetic,phi3.5:latest
Earnings exceed expectations as the company reports a significant quarterly profit surge amidst robust market demand.,2,positive,synthetic,phi3.5:latest
The tech company announced its quarterly earnings have met analyst expectations without any significant deviations in projections.,1,neutral,synthetic,phi3.5:latest
The tech company is set to release its quarterly earnings report next Wednesday afternoon as per the regularly updated schedule.,1,neutral,synthetic,phi3.5:latest
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",1,neutral,original,—
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,1,neutral,original,—
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,1,neutral,original,—
The company is set to release its quarterly earnings report next Friday as per the regular schedule.,1,neutral,synthetic,phi3.5:latest
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",2,positive,original,—
