text,label,sentiment,source,model
"The interim report for the first quarter is published on May 8 , 2009 .",1,neutral,original,—
"The software company's quarterly profits surged 25% to $2 billion, beating analyst estimates and sending its shares soaring by 15%.",2,positive,synthetic,llama3.1:latest
The company announced that it will be holding its annual general meeting on April 15th to discuss various corporate matters.,1,neutral,synthetic,llama3.1:latest
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",2,positive,original,—
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",1,neutral,original,—
The company's Q2 profits soared 25% year-over-year as strong demand for its cloud-based software solutions drove significant revenue growth.,2,positive,synthetic,llama3.1:latest
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",1,neutral,original,—
The company announced that it will hold its annual shareholder meeting on April 15th at the Chicago Hilton Hotel.,1,neutral,synthetic,llama3.1:latest
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,2,positive,original,—
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,1,neutral,original,—
Apple has announced that its quarterly earnings report for Q4 2022 will be released on January 24th.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be releasing its Q4 earnings report on February 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",2,positive,original,—
The company announced today that it will be holding its annual general meeting on May 15th to review the previous year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,2,positive,original,—
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",1,neutral,original,—
AmeriGas Holdings Inc reported a 17% plunge in quarterly profits due to lower margins from increased competition in the propane market.,0,negative,synthetic,llama3.1:latest
"Alphabet's quarterly revenue surged 16% to $55.3 billion, driven by strong demand for cloud computing services.",2,positive,synthetic,llama3.1:latest
The company's annual general meeting is set to take place on March 15th at the headquarters in London.,1,neutral,synthetic,llama3.1:latest
The project also implies an underground parking lot for 56 vehicles .,1,neutral,original,—
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",2,positive,original,—
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,2,positive,original,—
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",1,neutral,original,—
"The tech firm's quarterly profits surged 25% year-over-year, exceeding analyst forecasts and sending its stock price soaring by 15%.",2,positive,synthetic,llama3.1:latest
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1,neutral,original,—
Rimi supermarket is the key customer in Magistral center .,1,neutral,original,—
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",1,neutral,original,—
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,1,neutral,original,—
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",1,neutral,original,—
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,2,positive,original,—
"Apple's shares plummeted 8% after the tech giant issued a surprise profit warning, citing weaker-than-expected demand for its iPhones in China.",0,negative,synthetic,llama3.1:latest
The company announced that its annual shareholders meeting will be held on March 22nd to review fiscal year results and elect new board members.,1,neutral,synthetic,llama3.1:latest
"Tech giant Apple reported a 25% surge in quarterly profits to $14.2 billion, exceeding analyst expectations and sending its shares up by 4%.",2,positive,synthetic,llama3.1:latest
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",1,neutral,original,—
"JPMorgan Chase has appointed Daniel Pinto as co-chief operating officer, effective January 1st.",1,neutral,synthetic,llama3.1:latest
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,2,positive,original,—
"Shares in tech firm AlphaCorp surged 15% after the company reported a 25% jump in quarterly profits, exceeding analyst estimates.",2,positive,synthetic,llama3.1:latest
The company announced that its quarterly earnings report will be filed on March 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
The company announced that its board of directors has authorized a share buyback program to repurchase up to 5% of its outstanding shares by the end of next year.,1,neutral,synthetic,llama3.1:latest
The company has announced that it will release its Q2 earnings report on August 15th.,1,neutral,synthetic,llama3.1:latest
Chevron's quarterly profits plummeted 28% due to weak refining margins and declining oil prices.,0,negative,synthetic,llama3.1:latest
Regeneron Pharmaceuticals announced the appointment of Dr. George D. Yancopoulos as its new Chief Scientific Officer.,1,neutral,synthetic,llama3.1:latest
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0,negative,original,—
The company announced today that its annual general meeting will take place on April 15th at the company's headquarters in New York City.,1,neutral,synthetic,llama3.1:latest
Results are expected late in 2006 .,1,neutral,original,—
"The company announced the appointment of Jane Smith as its new Chief Financial Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,2,positive,original,—
The company announced that its Chief Financial Officer will be stepping down effective March 31 to pursue another opportunity.,1,neutral,synthetic,llama3.1:latest
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,2,positive,original,—
"The company announced the appointment of Sarah Johnson as its new Chief Financial Officer, effective January 1st.",1,neutral,synthetic,llama3.1:latest
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",1,neutral,original,—
Estonia 's beer market overall grew three percent last year to 130 million liters .,2,positive,original,—
"The company announced the appointment of Emily Chen as its new Chief Financial Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
The deal also includes a ten-year maintenance agreement .,1,neutral,original,—
The tech firm issued a profit warning due to lower-than-expected sales in its key markets.,0,negative,synthetic,llama3.1:latest
"Intel Corporation reported a 23% increase in quarterly profits, exceeding analyst estimates and driving its stock to a new 52-week high.",2,positive,synthetic,llama3.1:latest
Customers in a wide range of industries use our stainless steel and services worldwide .,1,neutral,original,—
"Shares in tech firm Cyberonics surged 12% after the company reported a significant increase in quarterly profits, driven by strong demand for its cardiac resynchronization therapy devices.",2,positive,synthetic,llama3.1:latest
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",1,neutral,original,—
The company announced that it has filed its annual report on Form 10-K with the US Securities and Exchange Commission.,1,neutral,synthetic,llama3.1:latest
"Technology firm XyloTech announced a 20% decline in quarterly sales, citing decreased demand for its flagship product and a slower-than-expected transition to new markets.",0,negative,synthetic,llama3.1:latest
The tech giant's quarterly profits surged 23% on strong sales of its flagship smartphone model.,2,positive,synthetic,llama3.1:latest
The company announced that it will hold its annual shareholder meeting on May 15th at the New York Hilton Midtown Hotel.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its Q2 earnings report on August 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",1,neutral,original,—
The company announced that its fiscal third-quarter earnings will be released on November 17th before the market opens.,1,neutral,synthetic,llama3.1:latest
Microsoft has announced the launch of a new cloud-based productivity suite to be available on its Azure platform starting in Q2 next year.,1,neutral,synthetic,llama3.1:latest
"The company announced the promotion of Rachel Kim to Chief Operating Officer, effective January 1st.",1,neutral,synthetic,llama3.1:latest
The company announced that its chief financial officer will be leaving the firm on June 30th to pursue another opportunity.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Jane Smith as its new Chief Financial Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",1,neutral,original,—
Caterpillar Inc announced that it will hold its quarterly earnings conference call on February 20th to discuss fourth-quarter results.,1,neutral,synthetic,llama3.1:latest
The customers will have an access to integrated propeller and gear packages from one source .,1,neutral,original,—
"The company's quarterly earnings surged 25% above analyst expectations, driven by strong demand for its flagship product.",2,positive,synthetic,llama3.1:latest
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",1,neutral,original,—
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",1,neutral,original,—
The company announced that it will be releasing its Q2 earnings report on August 15th as previously stated.,1,neutral,synthetic,llama3.1:latest
The company's annual general meeting will be held on March 15 to discuss the appointment of new board members and other corporate matters.,1,neutral,synthetic,llama3.1:latest
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,2,positive,original,—
The company announced plans to launch a new online platform for customers to manage their accounts and track transactions beginning in Q2 next year.,1,neutral,synthetic,llama3.1:latest
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",1,neutral,original,—
The air traffic of Finland has been in stoppage since then .,0,negative,original,—
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",1,neutral,original,—
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,1,neutral,original,—
"Apple's quarterly sales surged 17% to $62 billion, driven by strong demand for its latest iPhone models.",2,positive,synthetic,llama3.1:latest
Production is scheduled to start by the end of April 2007 .,1,neutral,original,—
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,1,neutral,original,—
The company announced that it will hold its annual general meeting on April 15th to discuss the year's performance and future strategies.,1,neutral,synthetic,llama3.1:latest
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,1,neutral,original,—
The company announced that its 2024 annual meeting will be held on April 15th at a hotel in downtown New York City.,1,neutral,synthetic,llama3.1:latest
No changes in media activity were seen in October compared with September .,1,neutral,original,—
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",1,neutral,original,—
"Shares in tech firm Azure Inc surged 15% after the company reported a 30% jump in quarterly profits, exceeding analyst estimates.",2,positive,synthetic,llama3.1:latest
The company announced today that it will be releasing its quarterly earnings report on February 17th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
The company announced that its quarterly earnings report will be filed on March 15th as per the Securities and Exchange Commission's guidelines.,1,neutral,synthetic,llama3.1:latest
The value of the order is USD 2.2 mn .,1,neutral,original,—
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",0,negative,original,—
It 's not .,1,neutral,original,—
"The tech giant reported a 25% surge in quarterly profits, exceeding Wall Street expectations and boosting investor confidence.",2,positive,synthetic,llama3.1:latest
"The company's quarterly revenues surged 15% year-over-year to a record high of $1.2 billion, exceeding analyst estimates.",2,positive,synthetic,llama3.1:latest
Tech giant Apple reported a 20% surge in quarterly profits due to strong iPhone sales.,2,positive,synthetic,llama3.1:latest
"The company's quarterly profits surged 25% year-over-year, driven by strong sales in its new product lines.",2,positive,synthetic,llama3.1:latest
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",2,positive,original,—
"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",2,positive,original,—
The company announced that it will release its quarterly earnings report on February 10th to coincide with the industry's fiscal year-end reporting cycle.,1,neutral,synthetic,llama3.1:latest
The company announced the planned launch of its new digital platform for corporate clients on March 15th.,1,neutral,synthetic,llama3.1:latest
"Shares of technology firm NovaTech surged 15% after the company reported a 25% surge in quarterly profits, exceeding analyst estimates for the second consecutive quarter.",2,positive,synthetic,llama3.1:latest
The company announced the appointment of a new head of finance to oversee its global operations.,1,neutral,synthetic,llama3.1:latest
STUK today is a full service house expert in radiation and nuclear safety issues .,1,neutral,original,—
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",2,positive,original,—
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",1,neutral,original,—
"Tech giant Alphabet reported a 22% surge in quarterly profits, exceeding analyst estimates and propelling the company's shares to an all-time high.",2,positive,synthetic,llama3.1:latest
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",2,positive,original,—
"Previously , it projected the figure to be slightly lower than in 2009 .",1,neutral,original,—
Shares in Xylophone Inc plunged 15% after the company issued a surprise profit warning citing weaker-than-expected demand for its music software products.,0,negative,synthetic,llama3.1:latest
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",0,negative,original,—
Tech giant Alphabet's quarterly earnings surged 23% as advertising revenue reached new heights.,2,positive,synthetic,llama3.1:latest
It is a disappointment to see the plan folded .,0,negative,original,—
The company's annual shareholders meeting is scheduled to take place on April 15th at its headquarters in New York.,1,neutral,synthetic,llama3.1:latest
The company has announced the filing of its annual report for the fiscal year ending March 31st with the Securities and Exchange Commission.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual shareholders' meeting will take place on April 15th to review last year's financial performance.,1,neutral,synthetic,llama3.1:latest
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",1,neutral,original,—
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",2,positive,original,—
"Tech giant Apple reports a 25% jump in quarterly profits, driven by strong demand for its latest iPhone models.",2,positive,synthetic,llama3.1:latest
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1,neutral,original,—
The company announced that its board of directors has approved a quarterly dividend payment of 25 cents per share on June 15th.,1,neutral,synthetic,llama3.1:latest
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",0,negative,original,—
The company announced that it will be launching a new e-commerce platform on January 15th to expand its online presence.,1,neutral,synthetic,llama3.1:latest
This organization will assume the responsibility for operations in Russia .,1,neutral,original,—
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,2,positive,original,—
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1,neutral,original,—
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,1,neutral,original,—
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",1,neutral,original,—
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,2,positive,original,—
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",1,neutral,original,—
Industry Investment is very interested in Glaston 's solar energy projects .,2,positive,original,—
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",1,neutral,original,—
"Tech giant Apple reports a 22% surge in quarterly profits, driven by strong demand for its latest iPhones and wearables.",2,positive,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on March 15 to discuss the past year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company announced today that its chief operating officer will be leaving the firm at the end of the month to pursue a new opportunity outside the industry.,1,neutral,synthetic,llama3.1:latest
Shares in tech firm SoftCorp plummeted 12% after missing quarterly earnings estimates and issuing a surprise profit warning.,0,negative,synthetic,llama3.1:latest
IonPhasE 's second major owner is venture capital firm Aura Capital .,1,neutral,original,—
German automaker Volkswagen's quarterly profits plunged 40% due to higher-than-expected costs associated with its diesel emissions scandal.,0,negative,synthetic,llama3.1:latest
The agreement must be approved by the Russian competition authorities before it enters into force .,1,neutral,original,—
The company's quarterly profits plunged 25% year-over-year due to a sharp decline in demand for its flagship product.,0,negative,synthetic,llama3.1:latest
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",2,positive,original,—
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",1,neutral,original,—
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",1,neutral,original,—
Apple Inc's shares plunged 8% after the company reported a surprise quarterly loss and warned of weaker-than-expected demand for its iPhones in China.,0,negative,synthetic,llama3.1:latest
"The company's quarterly earnings surged 25% above expectations, sending its shares soaring to a new all-time high.",2,positive,synthetic,llama3.1:latest
Shares in tech firm Xylo dropped 15% after a surprise profit warning sent investors fleeing from the troubled company's beleaguered stock.,0,negative,synthetic,llama3.1:latest
"shock phase ' , consumers have once again started to plan and implement building projects .",1,neutral,original,—
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",2,positive,original,—
"The company announced the launch of its new e-commerce platform, offering customers a streamlined shopping experience across all major browsers.",1,neutral,synthetic,llama3.1:latest
"Exports of goods fell by 59 % , and imports by 16.7 % .",0,negative,original,—
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,2,positive,original,—
"The company announced the appointment of Maria Rodriguez as its new Chief Financial Officer, effective January 15th.",1,neutral,synthetic,llama3.1:latest
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1,neutral,original,—
Citigroup has announced that it will hold its annual shareholders meeting on April 22nd at the New York Stock Exchange.,1,neutral,synthetic,llama3.1:latest
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",0,negative,original,—
"The company announced the launch of its new online banking platform, which will be available to customers starting next quarter.",1,neutral,synthetic,llama3.1:latest
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",1,neutral,original,—
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",1,neutral,original,—
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2,positive,original,—
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',2,positive,original,—
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,neutral,original,—
The company announced plans to hold its annual general meeting on April 15th at the Hilton Hotel in downtown London.,1,neutral,synthetic,llama3.1:latest
"The company reported a 25% surge in quarterly profits, driven by strong sales in the e-commerce segment.",2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings report is set to be released on February 15th, according to a statement from the firm's investor relations department.",1,neutral,synthetic,llama3.1:latest
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",2,positive,original,—
The company's shares plummeted 15% after it issued a surprise profit warning citing weaker-than-expected demand for its key products.,0,negative,synthetic,llama3.1:latest
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,1,neutral,original,—
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0,negative,original,—
The company announced that its Chief Financial Officer will be leaving the organization after serving in the role for over five years.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on March 15th to discuss the year-end results and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company's annual shareholder meeting is scheduled for March 15th at 10am EST to discuss last year's performance and future growth strategies.,1,neutral,synthetic,llama3.1:latest
The technology firm's quarterly profits surged 25% year-over-year to $1.2 billion on strong sales of its new AI-powered software suite.,2,positive,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on March 15th to review the previous year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
A huge issue for us is the button placement .,1,neutral,original,—
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,2,positive,original,—
The company announced plans to hold its annual shareholder meeting on March 15th at the corporate headquarters in New York.,1,neutral,synthetic,llama3.1:latest
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,2,positive,original,—
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,2,positive,original,—
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",1,neutral,original,—
"The company announced the appointment of Jane Smith as its new Chief Financial Officer, effective March 1.",1,neutral,synthetic,llama3.1:latest
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",2,positive,original,—
The plant is expected to start production in the first half of 2007 .,1,neutral,original,—
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",1,neutral,original,—
The company announced that its board of directors has approved a plan to repurchase up to 5 million shares of outstanding common stock.,1,neutral,synthetic,llama3.1:latest
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",1,neutral,original,—
The company announced that its annual general meeting will be held on April 15th to discuss the previous fiscal year's performance and election of directors.,1,neutral,synthetic,llama3.1:latest
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,1,neutral,original,—
European steelmaker ArcelorMittal's shares plummeted 12% after it reported a steeper-than-expected quarterly loss due to soaring energy costs and weak demand in Europe.,0,negative,synthetic,llama3.1:latest
"Tech giant's quarterly earnings surged 25% above forecasts, driven by strong demand for its cloud computing services.",2,positive,synthetic,llama3.1:latest
"Tech giant Alphabet's quarterly earnings surged 34% to $27.8 billion, exceeding analyst forecasts and pushing its stock up by 5%.",2,positive,synthetic,llama3.1:latest
The company announced the appointment of a new Chief Financial Officer to oversee its North American operations.,1,neutral,synthetic,llama3.1:latest
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",1,neutral,original,—
The company announced today that it will hold its annual general meeting on April 15th at the corporate headquarters in New York City.,1,neutral,synthetic,llama3.1:latest
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",1,neutral,original,—
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",1,neutral,original,—
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",1,neutral,original,—
"Shares in tech firm XYZ surged 15% on Monday after the company announced a surprise 20% hike in quarterly profits, exceeding analyst estimates by a wide margin.",2,positive,synthetic,llama3.1:latest
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",0,negative,original,—
"The company's quarterly profits soared 25% year-over-year, exceeding analyst expectations and sending its shares up by over 10%.",2,positive,synthetic,llama3.1:latest
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",1,neutral,original,—
The company announced that it will hold its annual shareholders meeting on March 22nd to review the previous fiscal year's performance.,1,neutral,synthetic,llama3.1:latest
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",1,neutral,original,—
The company announced plans to launch a new e-commerce platform in the third quarter.,1,neutral,synthetic,llama3.1:latest
"Shares of retail giant Amazon surged 8% to a new record high after the company reported a surprise 25% jump in quarterly profits, beating Wall Street estimates by a wide margin.",2,positive,synthetic,llama3.1:latest
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,0,negative,original,—
The company announced that its quarterly earnings report will be filed on February 14th as previously planned.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on May 15th at the downtown convention center.,1,neutral,synthetic,llama3.1:latest
"The tech giant's shares surged 12% after it reported a significant beat on quarterly earnings expectations, driven by strong sales in its cloud computing segment.",2,positive,synthetic,llama3.1:latest
