text,label,sentiment,source,model
"The company announced the launch of its new online banking platform, which will provide customers with enhanced mobile capabilities and improved user interface.",1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on March 17th at the downtown convention center.,1,neutral,synthetic,llama3.1:latest
The company's quarterly earnings call is scheduled to take place on March 15th at 10am EST.,1,neutral,synthetic,llama3.1:latest
"The company announced the filing of its annual report for fiscal year 2022 on March 15th, as per usual practice.",1,neutral,synthetic,llama3.1:latest
The company's annual general meeting is set to take place on March 15th at its headquarters in London.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be releasing its quarterly earnings report on March 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
The company announced that its Chief Financial Officer will be retiring at the end of June and will be succeeded by a current Vice President.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Emily Johnson as its new Chief Financial Officer, effective April 15th.",1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on February 15th.,1,neutral,synthetic,llama3.1:latest
PepsiCo announced plans to launch a new line of organic and non-GMO food products under its Gatorade brand in the United States by summer 2024.,1,neutral,synthetic,llama3.1:latest
"The company announced that it will be filing its quarterly earnings report on March 15th, as previously disclosed in a regulatory filing.",1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on February 15th.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on March 15th to discuss the previous year's financial results and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on March 22nd at the company's headquarters in New York City.,1,neutral,synthetic,llama3.1:latest
The company announced today that it has filed its annual report on Form 10-K with the SEC for the fiscal year ending March 31st.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on May 15th to discuss the previous year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on April 15th to review the previous year's performance.,1,neutral,synthetic,llama3.1:latest
The company announced plans to hold its annual general meeting on April 15th at a hotel in downtown New York City.,1,neutral,synthetic,llama3.1:latest
"The company announced that its chief operating officer, Emily Chen, will be retiring on March 31st after a 25-year tenure.",1,neutral,synthetic,llama3.1:latest
"The company announced plans to release its third-quarter earnings report on October 27th, following the standard quarterly reporting schedule.",1,neutral,synthetic,llama3.1:latest
The company's board of directors has scheduled an emergency meeting for next Wednesday to discuss several strategic options.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be holding its annual general meeting on March 15th to discuss the previous year's financial performance and future strategy.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be holding its annual shareholders meeting on May 15th at the New York Stock Exchange headquarters in Manhattan.,1,neutral,synthetic,llama3.1:latest
Apple announced that it will release its fiscal second-quarter earnings report on May 2nd after the market close.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its Q2 earnings report on August 15th after the market close.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual shareholder meeting will be held on May 15th to review the previous year's performance.,1,neutral,synthetic,llama3.1:latest
"The company has appointed Jane Smith as its new Chief Financial Officer, effective January 15th.",1,neutral,synthetic,llama3.1:latest
"The company announced the launch of its new online payment platform, e-commerce gateway.",1,neutral,synthetic,llama3.1:latest
The company has announced that its quarterly earnings report will be filed on January 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual shareholders meeting on May 15 to discuss the upcoming fiscal year's goals and strategies.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Jane Smith as Chief Financial Officer, effective June 1.",1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on May 15th to review the previous year's performance and discuss future growth strategies.,1,neutral,synthetic,llama3.1:latest
"Microsoft announced that it will release its third-quarter earnings report on January 24, after the market close.",1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on April 15th to review the previous year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
"The company announced that it will release its quarterly earnings report on February 15th, as previously planned.",1,neutral,synthetic,llama3.1:latest
The company announced the appointment of Maria Rodriguez as its new Chief Financial Officer effective January 1st.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual shareholder meeting on May 15th at the headquarters in New York.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be holding its annual general meeting on April 15th to discuss the previous fiscal year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
"The company announced the promotion of Emily Chen to CFO, effective January 1st.",1,neutral,synthetic,llama3.1:latest
The company announced today that it will release its fourth-quarter earnings report on February 15th.,1,neutral,synthetic,llama3.1:latest
The company announced that its 2024 annual general meeting will be held on May 15th at the headquarters in New York.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on May 15th at the usual location in London.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual shareholder meeting will be held on March 15th at the corporate headquarters in New York City.,1,neutral,synthetic,llama3.1:latest
The company announced that its 2023 annual report will be filed on March 15th as per the regulatory requirements.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on April 15th to review the previous fiscal year's performance.,1,neutral,synthetic,llama3.1:latest
The company announced that its Board of Directors has approved a new share buyback program for up to 10 million shares over the next six months.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on February 14th.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Jane Smith as its new Chief Financial Officer, effective May 15th.",1,neutral,synthetic,llama3.1:latest
The company announced that its CEO will be stepping down at the end of the year to pursue other opportunities outside the firm.,1,neutral,synthetic,llama3.1:latest
"The company announced that it will release its Q3 earnings report on November 15th, prior to the market open.",1,neutral,synthetic,llama3.1:latest
The company announced that it will be hosting its annual shareholders meeting on April 15th to review last year's financial performance.,1,neutral,synthetic,llama3.1:latest
"The company announced today that it will be releasing its quarterly earnings report on February 15th, as previously scheduled.",1,neutral,synthetic,llama3.1:latest
The company announced that it will be holding its annual shareholders meeting on April 15th at the downtown Marriott hotel in Chicago.,1,neutral,synthetic,llama3.1:latest
The company announced that its quarterly earnings report is scheduled to be released on February 15th.,1,neutral,synthetic,llama3.1:latest
The company's quarterly earnings report is set to be released on January 15th as per its previously announced schedule.,1,neutral,synthetic,llama3.1:latest
The company's annual general meeting is scheduled for April 15th to review the previous year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
The company announced today that it will hold its annual general meeting on April 15th at the company's headquarters in New York City.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Emily Chen as Chief Financial Officer, effective January 15th.",1,neutral,synthetic,llama3.1:latest
The company announced that it will release its second-quarter earnings report on August 15th.,1,neutral,synthetic,llama3.1:latest
The company has announced that it will be presenting at the upcoming Goldman Sachs Technology Conference on March 15th.,1,neutral,synthetic,llama3.1:latest
S&P Global Ratings has placed US Steel's 'B' long-term corporate credit rating on CreditWatch with negative implications pending the outcome of a comprehensive restructuring plan.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be hosting its annual shareholders meeting on March 15th to review last year's financial performance and discuss future strategies.,1,neutral,synthetic,llama3.1:latest
The company announced that its Chief Operating Officer will retire on March 31st and be succeeded by a long-time executive within the organization.,1,neutral,synthetic,llama3.1:latest
"The company announced today that it will be releasing its fourth-quarter earnings report on February 17th, as previously scheduled.",1,neutral,synthetic,llama3.1:latest
TSMC announced that it will hold its 2024 annual general shareholders' meeting on March 29 in Taiwan.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Rachel Lee as its new Chief Operating Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on March 15th to discuss the previous fiscal year's performance and elect new board members.,1,neutral,synthetic,llama3.1:latest
"The company has announced the appointment of Emily Chen as its new Chief Financial Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
The company has announced plans to launch a new online platform for investors to access historical stock data as of January 15th.,1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on April 15 to review last year's performance and approve the proposed dividend.,1,neutral,synthetic,llama3.1:latest
The company's board of directors has announced the appointment of a new Chief Operating Officer effective January 15th.,1,neutral,synthetic,llama3.1:latest
"The company announced the launch of its new investment platform, which is expected to go live on January 15th.",1,neutral,synthetic,llama3.1:latest
The company's board of directors has authorized the repurchase of up to $500 million of its outstanding common stock over the next two years.,1,neutral,synthetic,llama3.1:latest
The company announced plans to hold its annual general meeting on April 15th at the downtown convention center.,1,neutral,synthetic,llama3.1:latest
"The company has appointed a new head of investor relations to replace the retiring executive, effective July 1st.",1,neutral,synthetic,llama3.1:latest
The company announced today that its annual general meeting will be held on March 15th at the Toronto Convention Centre.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on April 15th at the Hilton Hotel in London.,1,neutral,synthetic,llama3.1:latest
The company announced the launch of a new online platform to facilitate electronic payment processing for its customers.,1,neutral,synthetic,llama3.1:latest
"The company announced that its chief operating officer, Mark Johnson, will be retiring at the end of June after 15 years with the firm.",1,neutral,synthetic,llama3.1:latest
The company announced that it will hold its annual general meeting on March 15th to review last year's performance and discuss future strategies.,1,neutral,synthetic,llama3.1:latest
Berkshire Hathaway has announced that its annual meeting will be held on April 30th at the Qwest Center Omaha in Nebraska.,1,neutral,synthetic,llama3.1:latest
The company announced that its CEO will be stepping down at the end of the fiscal year to pursue other opportunities.,1,neutral,synthetic,llama3.1:latest
"Apple has announced the appointment of Jane Smith as its new Chief Technology Officer, effective April 1st.",1,neutral,synthetic,llama3.1:latest
The company announced that it will release its quarterly earnings report on February 15th.,1,neutral,synthetic,llama3.1:latest
Bank ABC announced that its Chief Financial Officer will be stepping down at the end of June and a search for a replacement has begun.,1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of John Smith as its new Chief Operating Officer, effective January 1st.",1,neutral,synthetic,llama3.1:latest
"The company has announced the upcoming release of its Q3 earnings report on November 15th, as previously stated in their quarterly update.",1,neutral,synthetic,llama3.1:latest
The company has announced that it will be holding its annual general meeting on May 15th to review the previous year's performance and approve future strategy.,1,neutral,synthetic,llama3.1:latest
"The company has announced the appointment of Jane Smith as its new Chief Financial Officer, effective February 1st.",1,neutral,synthetic,llama3.1:latest
The company announced today that it will be presenting at the upcoming investor conference in New York on March 15th.,1,neutral,synthetic,llama3.1:latest
The company announced that it has scheduled a conference call for February 17th to discuss its fourth-quarter earnings results.,1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on March 15th to review the past year's performance and set future objectives.,1,neutral,synthetic,llama3.1:latest
The company announced today that it has filed its annual report with the Securities and Exchange Commission.,1,neutral,synthetic,llama3.1:latest
The company announced that it will release its fourth-quarter earnings report on February 15th.,1,neutral,synthetic,llama3.1:latest
Amazon has announced the launch of a new cloud-based software development platform in 12 major markets worldwide.,1,neutral,synthetic,llama3.1:latest
The company announced today that it will be launching a new online platform for customers to manage their accounts and track investment performance.,1,neutral,synthetic,llama3.1:latest
The company's board of directors has scheduled a meeting for March 15 to discuss the upcoming quarterly earnings report.,1,neutral,synthetic,llama3.1:latest
"Microsoft announced the promotion of Satya Nadella to Chief Executive Officer and Kevin Turner to Chief Operating Officer, effective February 25th.",1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on March 15th at the downtown convention center in New York City.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be holding its annual general meeting on March 22nd to review the previous fiscal year's performance.,1,neutral,synthetic,llama3.1:latest
"The company has announced the appointment of John Smith as its new Chief Financial Officer, effective immediately.",1,neutral,synthetic,llama3.1:latest
"The company announced the appointment of Jane Smith as its new Chief Financial Officer, effective January 1st.",1,neutral,synthetic,llama3.1:latest
The company announced today that it will release its quarterly earnings report on February 15th as previously scheduled.,1,neutral,synthetic,llama3.1:latest
"SAP SE has appointed Tarek Mugheiry as the new Chief Financial Officer, effective January 1st.",1,neutral,synthetic,llama3.1:latest
The company announced today that it will be holding its annual shareholders meeting on March 15th to discuss the current fiscal year's performance and strategic plans for 2024.,1,neutral,synthetic,llama3.1:latest
"The company's board of directors has appointed John Smith as its new Chief Financial Officer, effective March 1st.",1,neutral,synthetic,llama3.1:latest
"The company's board of directors has appointed Sarah Lee as the new Chief Financial Officer, effective July 1st.",1,neutral,synthetic,llama3.1:latest
The company announced today that it has successfully completed a software upgrade to its existing e-commerce platform.,1,neutral,synthetic,llama3.1:latest
"Citigroup announced that it will launch a new online banking platform in June, allowing customers to manage their accounts and conduct transactions through a mobile app.",1,neutral,synthetic,llama3.1:latest
The company announced that its annual general meeting will be held on April 15th at the Hilton Hotel in downtown New York.,1,neutral,synthetic,llama3.1:latest
The company announced that it will be releasing its quarterly earnings report on February 15th and has invited investors to participate in a conference call to discuss the results.,1,neutral,synthetic,llama3.1:latest
"The company reported a 25% surge in quarterly profits, exceeding analyst expectations and driving its shares up by 12%.",2,positive,synthetic,llama3.1:latest
"The tech giant's quarterly earnings surged 25% higher than expected, driving its shares to a new record high.",2,positive,synthetic,llama3.1:latest
"The technology firm's quarterly profits surged 25% to $2.1 billion, exceeding analyst expectations and boosting investor confidence.",2,positive,synthetic,llama3.1:latest
"The technology firm reported a 25% surge in quarterly profits, exceeding analyst estimates and sending its shares soaring by 12%.",2,positive,synthetic,llama3.1:latest
"The tech firm's quarterly earnings surged 25% year-over-year, exceeding analyst forecasts and sending its stock price soaring to a record high.",2,positive,synthetic,llama3.1:latest
Shares of tech firm ApexCorp surged 15% after the company reported a significant 30% jump in quarterly profits due to strong sales of its newly launched flagship product.,2,positive,synthetic,llama3.1:latest
"Tech giant Intel reported a 25% surge in quarterly profits, exceeding analyst estimates and boosting investor confidence.",2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings surged 25% year-over-year, surpassing analyst estimates and sending its stock price soaring to a new high.",2,positive,synthetic,llama3.1:latest
Shares of Amazon surged 15% after the company reported a surprise quarterly profit of $3.2 billion.,2,positive,synthetic,llama3.1:latest
"Apple's quarterly earnings surged 22% to $14.2 billion, exceeding analyst expectations and boosting its shares by 4.5%.",2,positive,synthetic,llama3.1:latest
"Technology firm Intel Corporation reported a 12% rise in quarterly profits to $2.8 billion, exceeding analyst estimates by $150 million.",2,positive,synthetic,llama3.1:latest
"Technology giant Apple reported a 25% surge in quarterly profits to $14.2 billion, exceeding Wall Street expectations by a significant margin.",2,positive,synthetic,llama3.1:latest
"The company's Q2 profits surged 23% to $1.8 billion, driven by a significant expansion in international sales.",2,positive,synthetic,llama3.1:latest
"The tech giant's quarterly earnings surged 25% year-over-year, driven by strong demand for its cloud computing services.",2,positive,synthetic,llama3.1:latest
"The tech firm's shares surged 12% on Wall Street after it reported a 25% jump in quarterly profits, exceeding analyst estimates.",2,positive,synthetic,llama3.1:latest
"The tech giant's quarterly profits soared 25% above expectations, driven by a surge in cloud computing sales.",2,positive,synthetic,llama3.1:latest
Shares in tech giant Amazon soared 12% after the company reported a surprise 25% jump in quarterly profits.,2,positive,synthetic,llama3.1:latest
"Apple's quarterly sales surged 20% to $62 billion, exceeding analyst estimates and fueling a sharp rise in its stock price.",2,positive,synthetic,llama3.1:latest
Amazon's quarterly profits surged 23% as strong holiday sales propelled the e-commerce giant to a record-breaking $3.5 billion in net income.,2,positive,synthetic,llama3.1:latest
"Technology firm Alphabet's quarterly earnings surpassed analyst estimates, boosting its shares by 8% in after-hours trading.",2,positive,synthetic,llama3.1:latest
"Tesla's quarterly profits surged 73% year-over-year to $2.2 billion, surpassing analyst expectations and sparking a rally in the electric automaker's stock price.",2,positive,synthetic,llama3.1:latest
"Amazon's quarterly profits surged 26% to $10.3 billion, exceeding analyst expectations and boosting the tech giant's market value.",2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings surged 25% year-over-year, exceeding analyst expectations and sending its shares soaring.",2,positive,synthetic,llama3.1:latest
"Johnson & Johnson reported a 12% surge in quarterly profits, exceeding analyst expectations and sending shares up by 5%.",2,positive,synthetic,llama3.1:latest
Alphabet's quarterly profits surged 33% to $10.2 billion as the tech giant benefited from strong advertising sales and cloud computing demand.,2,positive,synthetic,llama3.1:latest
Amazon's quarterly profits rose 24% to $7.1 billion as the company reported stronger-than-expected sales across its e-commerce and cloud computing segments.,2,positive,synthetic,llama3.1:latest
Shares of tech giant Apple surged 5% after the company reported a surprise 15% jump in quarterly profits.,2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings surged 25% year-over-year, exceeding analyst forecasts and sending shares soaring on Wall Street.",2,positive,synthetic,llama3.1:latest
"The company's quarterly profits rose 25% year-over-year, exceeding analyst estimates and boosting investor confidence.",2,positive,synthetic,llama3.1:latest
Shares of tech giant Microsoft surged 15% after the company reported a 22% jump in quarterly profits and raised its full-year earnings forecast.,2,positive,synthetic,llama3.1:latest
Shares in tech firm Alphabet surged 12% after the company reported better-than-expected quarterly earnings and increased its full-year sales forecast.,2,positive,synthetic,llama3.1:latest
Shares of tech giant Apple rose 5% after the company reported a surprise quarterly profit surge to $2.4 billion on strong iPhone sales.,2,positive,synthetic,llama3.1:latest
"The company reported a 25% surge in quarterly profits, exceeding analyst expectations and sending its shares soaring to an all-time high.",2,positive,synthetic,llama3.1:latest
"The tech giant's quarterly profits surged 25% year-over-year, driven by strong sales in its cloud computing division.",2,positive,synthetic,llama3.1:latest
Tech giant Apple's quarterly earnings surged 27% as iPhone sales boosted revenue to a record $81 billion.,2,positive,synthetic,llama3.1:latest
"Tech giant Apple reports a 15% jump in quarterly profits, beating analyst expectations and sending its stock soaring to a new all-time high.",2,positive,synthetic,llama3.1:latest
"Apple's quarterly revenues surged 15% to $64.7 billion, exceeding analyst forecasts and pushing its market value to a record high.",2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings surged 25% from last year, driven by strong sales in its emerging markets division.",2,positive,synthetic,llama3.1:latest
"Tech giant Apple reported a 22% surge in quarterly profits, exceeding analyst expectations and boosting its market value by over $100 billion.",2,positive,synthetic,llama3.1:latest
The tech giant's quarterly profits surged 25% as strong sales of its flagship products drove the increase.,2,positive,synthetic,llama3.1:latest
"Shares in tech firm AzureTech surged 12% after the company reported a significant 25% jump in quarterly profits, exceeding analysts' expectations.",2,positive,synthetic,llama3.1:latest
"Apple's quarterly revenue rose 15% year-over-year to a record $73.6 billion, exceeding Wall Street estimates and boosting investor confidence in the tech giant.",2,positive,synthetic,llama3.1:latest
Shares in Apple Inc soared 5% after the tech giant announced a surprise 15% jump in quarterly earnings.,2,positive,synthetic,llama3.1:latest
"Tech giant Amazon reported a 25% surge in quarterly profits, exceeding analyst estimates and sending its shares soaring.",2,positive,synthetic,llama3.1:latest
"Shares of TechCorp surged 12% after the company reported a 25% jump in quarterly profits, exceeding analyst expectations.",2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings soared 25% above expectations, driven by strong sales in the Americas region.",2,positive,synthetic,llama3.1:latest
"Technology giant Microsoft reported a 12% surge in quarterly profits, exceeding analyst expectations and sending its shares up by 5% in early trading.",2,positive,synthetic,llama3.1:latest
"Tech giant Alphabet Inc.'s Q2 earnings surged 23% to $13.9 billion, exceeding analyst expectations and fueling a 5% surge in its stock price.",2,positive,synthetic,llama3.1:latest
"Shares in tech firm AlphaCorp surged 12% after the company reported a 25% jump in quarterly profits, exceeding analyst expectations.",2,positive,synthetic,llama3.1:latest
Shares in semiconductor manufacturer Advanced Micro Devices surged 15% after the company announced a significant revenue boost in its latest quarterly earnings report.,2,positive,synthetic,llama3.1:latest
"Tech giant Alphabet Inc reported a 22% surge in quarterly profits, exceeding analyst expectations and boosting its market value by $10 billion.",2,positive,synthetic,llama3.1:latest
"The company reported a 25% surge in quarterly profits, surpassing analyst expectations and sending its shares soaring to a new high.",2,positive,synthetic,llama3.1:latest
The company's quarterly profits surged 25% as strong demand for its software products drove sales to a record high.,2,positive,synthetic,llama3.1:latest
Johnson & Johnson's quarterly profits surged 10% as the company reported stronger-than-expected sales in its pharmaceutical division.,2,positive,synthetic,llama3.1:latest
"Technology firm Qtech reported a 25% surge in quarterly profits, exceeding analyst estimates and sending its shares up by 15%.",2,positive,synthetic,llama3.1:latest
"The company's quarterly profits surged 25% year-over-year to $1.2 billion, exceeding analyst expectations and sparking a 12% jump in its share price today.",2,positive,synthetic,llama3.1:latest
Technology firm Zappos reports a 25% surge in quarterly sales driven by strong e-commerce demand.,2,positive,synthetic,llama3.1:latest
"The tech firm's quarterly earnings surged 25% above analyst estimates, propelling its shares to a new all-time high.",2,positive,synthetic,llama3.1:latest
"Tesla reported a 52% surge in quarterly profits to $139 million, exceeding analyst expectations by 15%.",2,positive,synthetic,llama3.1:latest
"Tech giant Alphabet Inc. reported a 22% surge in quarterly revenues, exceeding analyst estimates and driving its shares to a new all-time high.",2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings surged 25% year-over-year, far exceeding analyst expectations and sending its shares soaring to a new all-time high.",2,positive,synthetic,llama3.1:latest
"The company's quarterly earnings surged 25% from last year, exceeding analyst estimates and boosting investor confidence in the tech sector.",2,positive,synthetic,llama3.1:latest
"The tech firm's quarterly earnings rose 25% year-over-year, driven by a significant surge in cloud computing sales.",2,positive,synthetic,llama3.1:latest
"Tech giant Amazon reported a 25% surge in quarterly profits, exceeding analyst expectations and boosting its stock price to an all-time high.",2,positive,synthetic,llama3.1:latest
